score,time_taken,attempts,avg_user_score,tasks_completed_today,account_age_days,previous_rewards,time_of_day,fraud
10,443,4,10,7,17,4,3,0
15,216,3,6,9,223,10,16,0
22,37,5,8,2,363,8,21,0
5,345,4,10,7,210,12,1,0
13,597,2,8,2,99,16,9,0
17,78,4,19,3,13,14,11,0
11,522,2,14,9,319,12,12,0
10,176,5,11,6,270,10,10,0
12,377,2,16,2,187,0,20,0
20,260,4,17,3,274,7,7,0
22,179,3,7,7,133,4,19,0
10,99,1,10,3,14,15,4,0
22,570,1,17,8,281,3,1,0
15,455,3,19,3,44,18,11,0
14,303,1,16,3,295,17,1,0
20,159,5,8,4,104,1,5,0
14,141,5,7,0,62,12,21,0
24,442,4,16,6,53,15,18,0
3,68,4,7,8,309,7,11,0
10,208,2,18,8,118,18,12,0
18,224,4,6,0,321,2,16,0
14,570,5,15,5,131,18,11,0
3,481,4,7,2,299,16,2,0
20,256,1,17,3,306,8,23,0
12,391,2,16,7,199,16,7,0
21,248,2,18,3,36,0,15,0
18,376,5,14,7,279,3,3,0
1,177,4,5,3,216,14,23,0
13,569,1,19,8,74,11,12,0
3,60,4,7,5,306,16,7,0
15,389,3,13,0,55,11,0,0
20,483,4,8,9,12,15,2,0
19,89,5,19,1,83,12,0,0
13,376,4,7,6,32,10,14,0
14,470,2,12,9,86,14,17,0
2,548,1,5,6,232,15,19,0
7,461,5,9,2,275,5,2,0
15,473,3,5,0,201,10,14,0
9,487,1,11,7,51,14,21,0
3,429,1,9,9,320,4,4,0
17,223,2,19,9,256,2,20,0
1,378,2,6,6,241,1,9,0
16,123,2,16,9,205,0,6,0
12,512,5,18,7,196,14,22,0
3,597,4,5,0,244,1,7,0
24,320,1,15,2,320,19,2,0
10,478,4,19,1,1,5,17,0
6,53,4,11,0,89,11,16,0
11,424,2,16,4,282,15,15,0
9,255,4,5,2,139,13,21,0
6,93,1,7,9,87,3,12,0
12,216,1,15,7,2,7,3,0
6,160,3,19,5,349,11,2,0
23,537,5,10,9,168,13,10,1
16,174,4,19,8,119,19,1,0
9,154,5,10,8,80,12,17,0
9,46,5,19,5,111,4,3,0
23,342,5,11,1,165,11,16,0
3,412,5,15,8,219,9,5,0
19,423,1,18,1,5,18,9,0
3,54,4,15,2,215,12,10,0
21,411,3,5,5,195,8,4,0
6,215,5,11,1,282,10,17,0
21,71,3,6,4,6,4,9,0
0,429,1,10,1,300,12,8,0
11,477,1,17,3,58,9,15,0
23,28,2,12,2,337,17,9,0
12,374,5,17,4,302,14,9,0
9,309,2,9,5,102,19,3,0
14,16,3,14,6,48,11,20,0
12,437,4,7,9,276,3,23,0
22,126,2,15,7,163,4,13,0
21,589,1,12,8,332,7,7,0
21,516,5,12,3,196,4,0,0
20,555,3,8,3,324,0,15,0
21,334,1,12,6,132,17,16,0
8,64,4,9,9,66,18,9,0
8,51,5,17,9,83,18,5,1
14,306,4,15,8,265,9,6,0
9,240,4,9,1,229,8,17,0
23,462,5,7,5,273,0,1,0
24,403,5,19,9,219,19,20,1
9,531,4,11,9,225,2,8,0
7,367,3,15,7,113,12,4,0
23,453,5,18,4,140,5,7,0
15,137,1,15,4,185,5,23,0
16,414,2,13,7,173,17,4,0
4,401,3,13,0,11,4,23,0
3,202,5,5,5,159,16,14,0
17,87,5,5,9,205,2,7,1
23,94,3,14,8,230,4,4,0
18,39,2,16,5,26,2,4,0
3,58,4,16,6,319,12,19,0
6,154,1,15,3,159,14,16,0
9,78,5,19,9,278,16,8,1
24,67,2,9,0,148,14,1,0
17,583,1,5,8,266,4,0,0
18,488,3,8,5,83,13,21,0
3,454,5,16,2,26,10,20,0
9,305,4,5,3,71,13,10,0
0,180,3,19,9,37,6,14,0
22,584,5,6,5,133,2,0,0
17,156,2,6,5,126,19,6,0
4,493,1,8,8,115,9,22,0
14,315,1,12,3,92,10,18,0
16,455,5,6,4,242,5,23,0
2,230,3,18,4,200,4,14,0
11,564,4,13,2,207,19,5,0
1,387,2,19,1,117,12,19,0
0,275,5,16,7,219,11,9,0
22,104,2,13,9,305,18,11,0
20,271,1,6,8,243,18,12,0
16,80,4,5,9,292,4,14,0
21,228,2,14,8,282,19,18,0
15,542,5,19,4,301,8,16,0
4,101,4,14,8,317,3,12,0
14,136,3,13,3,172,14,1,0
2,89,5,19,1,76,2,17,0
6,247,2,6,2,209,6,10,0
10,381,4,12,0,314,19,4,0
9,495,5,18,4,105,19,3,0
8,34,4,7,0,26,13,1,0
13,165,4,5,0,351,13,15,0
12,526,4,15,6,79,8,6,0
24,539,2,5,1,128,2,7,0
24,66,5,14,7,137,8,7,0
1,28,1,6,5,334,3,1,0
2,393,1,11,3,36,16,14,0
6,202,2,16,8,59,5,4,0
20,246,2,10,9,230,15,18,0
17,396,4,16,7,124,17,9,0
2,435,5,15,9,88,12,8,1
9,286,5,6,2,337,6,21,0
21,236,3,8,2,141,2,19,0
6,561,3,6,3,273,5,7,0
8,332,1,5,8,51,2,4,0
16,162,3,16,8,55,11,18,0
10,246,3,7,4,337,4,12,0
6,64,1,19,8,150,16,13,0
23,445,1,8,5,153,9,7,0
13,118,3,14,7,219,6,15,0
18,193,5,9,7,219,3,21,0
3,377,3,9,9,342,9,4,0
5,207,4,19,6,258,6,0,0
9,380,4,11,3,45,10,18,0
6,382,4,18,3,269,7,22,0
12,506,2,19,5,311,7,18,0
13,210,4,14,8,160,4,16,0
3,518,5,12,6,278,4,23,0
7,331,2,13,4,345,6,22,0
4,284,2,16,4,55,3,20,0
0,220,4,11,7,145,1,9,0
3,513,3,9,5,235,18,4,0
2,127,1,13,0,179,1,21,0
8,563,3,12,0,208,15,6,0
7,51,3,14,8,136,11,15,0
0,324,2,13,7,353,14,2,0
5,338,2,14,5,275,9,11,0
8,26,2,12,0,323,5,13,0
6,292,5,10,1,183,12,19,0
3,267,5,8,9,61,5,0,1
12,584,1,13,2,63,1,6,0
16,583,2,16,9,361,13,17,0
1,28,4,13,2,215,17,22,0
4,538,2,14,1,360,5,21,0
11,432,5,14,1,139,18,3,0
20,475,2,13,5,134,13,15,0
7,382,5,18,6,34,12,10,0
5,90,2,14,3,193,7,17,0
7,560,4,7,0,355,4,22,0
17,557,1,15,5,320,12,15,0
2,433,4,16,6,87,5,6,0
21,438,5,19,3,210,18,20,0
11,397,3,7,5,81,10,2,0
2,213,4,15,8,322,15,4,0
21,205,2,10,3,339,4,17,0
5,294,1,10,9,190,11,16,0
1,205,2,19,3,348,16,0,0
22,316,2,17,9,233,1,15,0
11,23,4,19,4,169,9,14,0
1,155,1,17,2,251,14,12,0
5,66,3,10,9,168,18,6,1
16,219,2,9,1,231,19,2,0
2,538,1,18,8,150,16,23,0
1,353,3,9,0,152,18,22,0
22,288,2,6,4,38,18,12,0
19,218,1,18,4,297,12,15,0
7,344,4,11,7,275,12,22,0
21,297,2,16,5,105,15,0,0
11,261,2,8,5,348,2,0,0
3,274,1,18,5,352,3,15,0
4,280,2,7,3,62,6,1,0
12,428,3,12,0,16,2,17,0
14,220,2,8,2,350,8,20,0
24,374,5,19,9,150,7,22,1
22,85,3,15,5,142,17,17,0
15,330,1,8,4,116,13,4,0
9,442,3,12,9,312,19,4,0
24,118,5,5,0,65,4,7,0
22,531,5,13,4,310,2,8,0
15,56,2,18,1,194,9,23,0
11,388,2,11,0,342,10,13,0
16,105,4,19,3,161,16,12,0
15,112,3,16,5,306,7,17,0
11,155,4,6,6,361,8,3,0
7,36,5,15,8,278,7,17,0
19,539,2,16,4,296,19,21,0
2,91,2,10,7,39,1,19,0
15,437,2,12,7,361,3,14,0
12,593,1,15,8,169,15,6,0
22,488,5,9,2,68,8,12,0
18,171,2,10,2,7,8,1,0
7,411,5,16,8,85,4,8,0
21,517,2,14,6,199,2,4,0
4,47,3,12,3,132,13,0,0
19,520,5,17,0,76,14,18,0
7,402,4,10,6,250,5,19,0
23,503,1,16,9,347,15,18,0
11,209,4,13,5,209,9,21,0
0,264,5,19,2,84,13,12,0
24,188,2,16,4,223,11,5,0
20,556,5,13,2,253,8,9,0
19,398,1,13,7,31,18,10,0
5,407,5,10,4,355,11,22,0
21,167,2,16,9,201,12,15,0
17,13,4,19,9,52,12,22,0
7,176,3,16,5,72,16,0,0
6,477,4,13,1,21,1,18,0
0,418,2,7,7,16,19,4,0
20,421,2,9,8,16,8,5,0
15,213,1,6,2,175,7,5,0
11,203,5,16,5,312,6,4,0
5,244,5,17,5,338,4,5,0
19,159,4,17,1,78,18,12,0
1,168,3,12,9,240,2,0,0
13,288,3,15,7,37,12,0,0
3,413,1,17,4,232,5,13,0
0,320,2,8,7,213,10,7,0
22,77,1,10,7,193,3,8,0
17,472,5,10,2,60,2,22,0
12,97,2,9,4,189,3,9,0
1,226,1,16,6,267,2,5,0
8,10,4,16,4,126,12,8,0
20,144,5,5,5,203,14,17,0
1,360,3,15,1,322,11,14,0
24,149,1,11,7,32,14,3,0
8,142,5,14,4,312,10,1,0
0,187,5,19,5,261,10,5,0
10,367,3,12,0,346,12,16,0
2,389,3,5,9,94,11,6,0
19,459,3,14,1,328,5,22,0
22,595,1,11,3,100,19,22,0
3,472,3,8,8,285,18,19,0
17,117,4,10,5,315,18,14,0
22,131,5,13,7,25,2,23,0
5,26,3,19,1,353,15,20,0
2,205,5,9,9,357,8,1,1
21,336,2,12,4,117,13,20,0
10,327,2,9,0,199,2,11,0
14,488,3,6,3,279,2,9,0
21,261,5,8,9,70,19,16,1
4,512,2,18,0,335,6,17,0
19,128,3,6,8,79,18,15,0
9,507,5,11,1,354,2,9,0
11,495,3,11,6,14,0,7,0
14,54,5,18,2,29,11,20,0
16,323,2,19,1,144,5,21,0
9,188,3,7,3,343,6,12,0
5,427,2,18,6,10,1,15,0
17,565,3,17,6,47,17,7,0
12,87,1,11,8,260,14,11,0
2,335,2,19,2,12,14,16,0
23,366,2,5,6,298,9,15,0
9,425,4,5,5,226,16,8,0
13,524,2,13,9,260,17,18,0
5,223,5,10,6,84,17,16,0
2,83,3,17,6,348,14,23,0
15,572,1,18,9,348,5,7,0
6,588,5,16,4,6,8,11,1
19,518,5,9,8,247,10,8,0
13,341,5,17,6,35,14,5,0
8,102,5,10,6,175,2,9,0
14,528,1,10,2,65,18,8,0
20,278,4,5,0,147,0,3,0
2,385,2,9,4,57,16,10,0
1,13,5,13,7,193,10,20,0
1,147,2,8,4,13,17,21,0
2,240,2,7,9,18,10,5,0
17,538,5,5,2,246,6,17,0
13,61,4,18,8,163,0,3,0
19,334,2,19,1,343,11,11,0
17,286,3,6,2,114,3,8,0
9,545,2,7,3,282,7,14,0
24,495,5,8,9,233,14,22,1
1,525,1,11,0,166,10,8,0
24,161,2,10,3,322,7,5,0
21,492,4,15,3,26,11,10,0
0,268,3,12,8,126,2,6,0
3,333,3,18,7,313,3,13,0
13,177,1,13,1,281,11,15,0
0,319,1,19,6,286,7,14,0
13,488,2,10,5,283,9,19,0
15,65,5,11,6,139,0,8,0
21,482,4,8,3,101,12,18,0
13,305,3,6,4,11,6,11,0
19,470,1,13,5,216,19,10,0
2,333,4,13,8,30,2,7,0
2,150,5,19,1,94,15,2,0
8,271,3,8,8,116,11,18,0
5,429,3,16,9,271,4,2,0
24,250,5,7,0,291,17,2,0
12,364,3,14,3,39,7,5,0
20,598,5,18,4,24,11,10,0
1,189,3,15,8,264,2,19,0
7,75,2,10,5,43,15,13,0
20,357,5,18,3,170,9,1,0
1,180,4,18,1,340,16,11,0
3,483,2,7,4,169,9,15,0
24,543,4,5,7,303,2,2,0
14,376,3,8,7,26,1,20,0
3,116,4,5,5,180,13,15,0
12,448,2,6,0,150,8,9,0
11,236,5,7,7,133,16,19,0
12,453,1,12,3,143,3,4,0
13,451,4,14,1,164,14,12,0
19,405,1,8,0,101,12,11,0
17,590,4,8,6,63,18,0,0
5,93,4,17,1,93,8,19,0
10,560,5,14,3,207,3,10,1
1,22,3,13,3,311,7,18,0
22,502,2,11,9,72,14,14,0
18,277,2,6,0,60,13,17,0
18,534,2,7,1,29,2,15,0
4,129,3,8,0,19,16,6,0
18,362,1,8,5,73,7,9,0
1,66,2,14,2,357,13,15,0
9,49,1,12,0,246,12,16,0
24,345,3,14,7,313,14,6,0
1,182,3,18,3,324,10,10,0
10,556,5,14,9,87,14,16,1
17,268,2,10,6,359,11,4,0
23,526,5,7,9,183,8,0,1
14,532,2,15,1,197,14,2,0
8,126,3,13,5,244,0,15,0
22,193,3,14,5,328,11,23,0
18,125,4,12,6,118,5,14,0
8,171,4,13,0,82,0,3,0
2,588,3,19,0,247,18,11,0
20,552,3,9,1,234,12,0,0
8,596,1,7,1,153,5,16,0
13,246,1,8,4,272,16,23,0
18,75,5,18,0,35,12,14,0
6,79,4,17,1,213,8,23,0
15,456,4,16,5,211,7,19,0
15,425,3,9,2,139,14,19,0
0,541,3,13,3,189,17,9,0
3,450,5,13,0,300,1,10,0
3,473,4,18,4,252,1,17,0
6,405,1,7,3,150,10,1,0
7,560,2,11,7,341,0,5,0
16,566,5,10,2,219,17,15,0
4,404,2,19,9,82,6,23,0
6,335,1,8,0,190,16,6,0
19,100,1,9,9,234,15,22,0
19,79,2,18,4,176,6,18,0
3,175,5,19,0,232,6,11,0
5,223,2,14,4,358,1,17,0
6,344,5,6,8,63,4,9,1
17,378,5,15,4,237,13,6,1
4,593,3,11,1,33,7,3,0
19,58,4,18,1,213,11,16,0
2,61,4,8,9,60,6,16,0
6,298,1,6,8,2,5,3,0
21,248,3,15,4,57,12,20,0
13,142,4,10,7,301,11,4,0
6,175,5,15,9,287,16,0,1
4,383,5,16,3,138,15,18,0
21,382,2,6,1,279,0,21,0
4,487,2,14,3,214,6,22,0
22,488,5,6,3,239,2,10,0
1,309,5,11,8,285,5,0,0
20,91,2,5,9,31,2,7,0
21,96,4,11,5,206,2,3,0
5,234,1,14,9,274,7,21,0
14,25,2,9,5,11,13,14,0
20,367,4,5,4,359,8,16,0
9,172,4,10,5,47,4,17,0
22,523,4,11,0,3,14,2,0
23,359,3,5,4,130,16,17,0
6,473,3,13,5,72,9,6,0
4,384,4,19,7,159,7,16,0
0,101,5,11,3,130,17,17,0
12,190,3,5,4,22,5,19,0
20,310,2,7,3,135,16,7,0
17,198,3,9,6,20,3,10,0
12,323,5,8,9,220,14,2,1
20,502,1,6,5,333,9,6,0
20,137,3,19,3,130,12,14,0
17,528,4,5,5,32,0,9,0
4,435,4,8,3,90,8,11,0
12,568,4,11,7,259,4,11,0
3,574,1,15,2,298,10,18,0
16,196,5,8,7,333,3,18,0
2,559,2,13,1,249,19,14,0
16,462,5,18,5,173,15,20,0
10,480,1,12,7,357,17,20,0
20,574,4,12,0,47,7,4,0
19,233,5,9,5,197,1,12,0
22,163,2,16,8,34,16,8,0
20,569,4,19,9,254,9,21,0
3,360,2,5,9,248,12,22,0
1,156,3,19,1,42,14,9,0
19,585,2,13,0,289,8,7,0
15,358,4,6,1,123,7,8,0
17,191,3,10,4,27,5,5,0
7,188,4,14,5,59,3,23,0
2,48,4,18,0,147,17,17,0
8,12,3,9,6,115,2,9,0
19,73,2,14,3,199,3,23,0
5,38,1,17,8,128,12,14,0
9,381,1,19,5,153,19,12,0
20,532,1,12,8,271,10,10,0
9,106,1,15,0,339,7,1,0
12,451,5,7,3,83,13,7,0
16,212,1,10,1,23,13,17,0
8,420,3,10,5,11,15,2,0
16,30,1,14,3,187,13,22,0
23,560,4,7,8,116,0,2,0
8,111,1,16,2,162,1,20,0
8,55,2,16,0,103,19,6,0
0,75,3,19,0,243,0,17,0
1,173,3,16,8,7,10,20,0
15,120,5,11,8,362,5,20,0
0,347,4,15,4,172,14,8,0
9,132,3,8,1,256,11,17,0
17,456,2,9,8,247,4,0,0
7,300,1,13,7,192,11,3,0
20,421,3,10,9,114,13,3,0
10,290,2,14,9,23,13,16,0
22,52,1,19,5,358,18,22,0
1,495,5,17,6,314,4,1,0
7,60,3,8,5,276,2,14,0
21,219,3,12,4,136,17,12,0
7,135,2,13,3,357,5,8,0
16,501,4,14,6,195,8,6,0
14,518,5,9,3,258,6,11,0
16,590,4,6,9,278,17,11,0
22,267,3,19,9,70,1,13,0
23,197,4,19,9,359,19,22,0
12,239,1,10,8,360,9,14,0
18,198,5,15,4,36,11,0,0
4,424,4,19,7,108,1,8,0
11,19,1,16,5,24,12,15,0
0,123,2,12,3,140,7,8,0
22,85,4,17,2,22,6,15,0
4,511,5,9,5,339,2,1,0
7,94,1,5,0,329,7,9,0
12,58,4,12,1,204,0,17,0
7,504,2,13,6,224,14,12,0
24,396,4,5,3,223,0,1,0
22,398,1,12,4,81,11,12,0
10,227,4,14,9,330,10,23,0
0,355,5,16,0,191,15,2,0
12,239,3,6,1,286,3,14,0
18,264,1,8,3,147,1,2,0
23,245,1,17,7,282,2,22,0
2,35,1,19,9,11,3,9,0
23,593,1,19,3,276,17,5,0
16,270,4,6,2,56,11,22,0
4,280,5,6,2,173,0,21,0
19,132,2,14,4,303,2,13,0
20,266,5,7,2,204,3,8,0
7,430,1,18,7,345,5,17,0
13,268,4,12,4,248,16,7,0
3,56,4,8,6,314,7,5,0
10,534,1,11,7,266,17,14,0
19,217,4,16,4,22,15,13,0
14,320,1,14,7,327,5,14,0
18,158,5,7,2,24,18,19,0
6,447,3,14,6,194,7,5,0
18,164,4,16,7,96,3,21,0
18,99,1,18,6,263,8,11,0
10,367,1,19,1,72,7,9,0
4,183,4,18,7,243,18,18,0
4,226,2,17,5,38,0,7,0
21,465,1,15,9,89,3,4,0
7,208,4,18,2,28,9,9,0
9,495,1,7,3,92,7,10,0
5,542,2,6,6,54,2,19,0
14,209,3,17,2,159,11,13,0
15,380,2,16,0,228,8,13,0
16,457,5,10,5,41,2,1,0
7,257,4,10,2,37,3,16,0
7,273,2,5,9,125,5,14,0
24,67,3,11,5,179,8,22,0
8,311,1,16,9,332,1,2,0
1,40,4,18,2,37,1,2,0
14,507,2,18,5,101,17,2,0
17,258,3,8,3,31,2,2,0
2,280,2,17,3,190,2,17,0
16,403,5,15,9,146,17,5,1
3,511,4,16,9,90,5,13,0
3,93,1,7,1,6,0,2,0
13,374,3,17,3,139,14,0,0
8,558,2,17,3,95,10,9,0
8,351,4,12,6,119,9,12,0
24,416,2,6,4,120,3,8,0
22,434,4,13,7,123,13,21,0
17,102,5,17,6,285,1,21,0
9,421,2,12,9,179,12,1,0
20,441,5,12,8,325,15,9,0
3,168,3,17,7,7,11,11,0
11,23,5,7,8,312,4,18,0
7,382,4,17,0,127,18,2,0
1,234,3,8,9,77,2,18,0
21,514,2,6,2,234,19,0,0
12,82,2,6,4,318,1,14,0
20,258,4,8,8,74,16,22,0
15,520,1,10,7,271,10,12,0
1,225,1,9,9,309,0,6,0
10,550,2,19,6,120,18,1,0
9,229,4,5,1,35,7,21,0
14,230,1,17,5,207,10,19,0
16,398,5,14,3,270,7,10,0
7,563,2,5,4,93,16,22,0
17,51,5,19,4,177,19,15,0
22,292,4,10,3,274,5,13,0
8,67,5,7,3,179,6,22,0
24,546,1,7,3,129,12,14,0
7,82,1,11,1,125,6,19,0
13,138,3,17,0,27,10,18,0
24,435,2,17,1,64,9,6,0
17,134,4,5,6,60,7,8,0
21,76,2,5,0,219,9,3,0
19,15,5,18,5,217,10,5,0
19,323,4,17,3,169,19,22,0
20,335,4,14,1,149,16,9,0
11,574,1,7,2,270,10,2,0
18,587,5,18,6,116,15,20,0
13,515,1,12,5,245,4,0,0
16,91,1,5,5,148,9,5,0
23,11,3,14,7,92,19,4,0
20,213,1,17,7,85,4,22,0
2,413,2,8,5,87,19,14,0
22,112,4,13,0,120,8,10,0
6,545,1,18,9,340,2,19,0
16,377,2,8,6,24,2,12,0
11,221,5,14,7,89,9,5,0
8,586,4,12,4,37,6,4,0
14,218,5,11,3,342,1,1,0
17,126,2,7,6,271,7,16,0
20,487,5,11,5,12,11,23,0
12,114,5,19,5,95,8,11,0
20,504,5,11,2,31,10,11,0
7,55,1,14,9,350,18,21,0
13,340,1,7,3,233,19,13,0
7,225,1,6,4,340,16,6,0
13,501,4,19,8,328,12,21,0
6,458,2,13,7,300,0,13,0
22,545,1,19,2,286,0,6,0
11,520,5,5,5,35,7,8,0
10,467,5,18,9,21,12,13,1
21,556,5,11,0,111,5,20,0
21,545,5,8,2,319,2,16,0
10,549,3,6,9,348,15,16,0
24,493,4,19,6,145,9,20,0
21,25,2,6,6,12,6,12,0
12,580,2,12,1,244,2,17,0
17,252,1,11,2,146,13,18,0
1,216,3,16,6,239,15,16,0
20,280,2,11,5,92,3,5,0
14,124,4,9,6,316,12,11,0
19,589,5,18,9,323,0,5,1
17,308,1,14,8,115,4,2,0
14,492,4,12,7,15,17,14,0
18,406,2,18,5,272,11,2,0
22,403,3,6,3,22,10,22,0
23,84,1,6,9,118,8,14,0
11,491,2,9,8,95,6,0,0
12,112,1,19,6,257,13,20,0
21,306,2,5,4,331,2,2,0
10,187,5,10,1,262,15,4,0
4,224,3,8,8,87,6,13,0
0,324,5,10,6,318,0,3,0
23,48,2,11,8,58,5,21,0
2,268,4,17,8,230,5,8,0
21,16,5,7,9,108,9,17,1
18,58,4,15,4,19,11,9,0
22,547,2,17,6,141,18,7,0
6,170,3,12,4,160,5,12,0
11,185,4,11,2,100,13,1,0
14,11,2,17,9,265,2,19,0
24,464,4,5,7,238,9,19,0
4,285,5,10,7,238,8,6,0
14,507,2,11,8,49,19,10,0
7,37,5,18,5,165,18,4,0
9,342,1,15,1,287,14,17,0
15,10,2,19,2,59,8,7,0
7,197,4,8,9,183,18,9,0
0,65,1,18,5,147,7,1,0
11,556,5,6,0,301,3,2,0
4,121,5,14,1,96,4,22,0
2,319,4,13,7,43,18,4,0
0,45,1,11,7,354,13,15,0
3,448,3,5,5,257,17,9,0
7,586,4,12,2,213,18,10,0
2,334,5,19,1,189,5,18,0
9,316,2,7,5,131,4,15,0
1,543,1,8,0,347,10,11,0
10,118,3,16,9,300,4,1,0
24,381,2,9,5,289,7,10,0
9,366,1,5,8,137,4,21,0
20,190,4,19,6,30,10,0,0
13,365,4,10,8,146,12,23,0
6,77,1,14,1,312,5,4,0
1,301,3,10,4,105,4,20,0
8,190,1,6,8,287,17,13,0
15,475,2,15,6,191,9,17,0
12,443,2,14,8,178,15,6,0
8,473,4,10,5,345,13,4,0
19,543,1,12,6,239,14,7,0
3,75,4,10,9,1,2,20,1
21,30,3,8,4,110,2,14,0
9,393,2,19,5,338,11,4,0
21,568,5,8,0,275,14,12,0
11,48,5,13,0,234,10,18,1
16,294,1,10,1,64,9,1,0
13,345,1,12,3,244,19,4,0
13,197,5,12,8,53,14,4,0
24,252,1,11,6,262,17,5,0
1,82,2,7,5,17,13,15,0
20,488,3,14,0,302,5,1,0
24,570,3,5,4,234,13,4,0
19,110,4,9,3,73,15,14,0
10,523,2,17,4,357,1,0,0
15,185,1,19,8,91,18,18,0
18,247,1,14,2,6,4,2,0
22,68,4,14,3,198,10,18,0
5,108,4,19,7,196,10,14,0
23,504,1,6,2,296,18,2,0
18,523,1,16,2,347,17,7,0
4,306,2,14,8,322,7,14,0
3,220,4,17,4,137,11,0,0
14,132,2,6,9,267,8,5,0
3,238,1,18,0,116,2,21,0
19,397,5,11,6,43,5,16,0
9,149,5,15,6,231,0,15,0
23,550,1,17,5,58,16,12,0
21,400,4,7,5,206,2,0,0
2,279,5,17,2,294,17,2,0
4,21,4,12,2,94,17,23,0
5,398,5,13,9,36,1,5,1
20,346,4,18,8,230,3,19,0
21,515,5,17,0,227,0,20,0
7,115,4,12,6,183,9,2,0
6,41,2,10,9,262,4,14,0
20,83,4,9,6,131,4,14,0
9,180,2,7,7,65,8,10,0
5,78,2,7,5,186,13,21,0
13,371,1,11,7,117,12,5,0
3,442,2,17,0,186,12,5,0
24,109,3,9,0,274,0,8,0
12,18,2,16,8,151,16,13,0
19,583,4,18,3,352,19,10,0
16,38,2,10,2,151,7,23,0
22,123,4,18,5,36,2,5,0
6,471,4,10,9,326,16,17,0
3,152,3,13,8,95,11,19,0
13,399,2,5,9,134,17,14,0
2,166,2,12,3,162,13,21,0
23,344,5,14,8,44,10,8,1
4,269,5,17,4,300,15,10,0
15,91,1,17,6,283,3,1,0
22,450,4,9,2,356,17,5,0
19,181,3,17,2,240,6,22,0
3,240,5,10,2,52,10,13,0
23,84,2,10,7,281,15,13,0
23,279,1,5,5,74,15,23,0
1,71,3,7,8,295,2,12,0
17,329,2,16,8,238,8,4,0
18,111,2,10,7,167,7,8,0
18,438,4,18,0,140,6,10,0
16,264,4,19,5,139,16,6,0
13,541,5,18,3,235,10,1,1
18,579,5,15,3,3,3,23,1
21,121,2,15,2,256,3,11,0
23,322,2,13,8,278,4,4,0
12,470,5,10,1,4,7,23,1
11,471,5,19,0,270,9,1,0
5,101,2,16,9,212,16,13,0
20,61,3,17,2,216,5,6,0
3,529,2,10,3,270,8,4,0
18,107,3,5,3,16,9,3,0
15,245,3,13,5,64,7,9,0
12,383,2,8,0,239,14,15,0
3,590,1,19,0,16,17,5,0
22,566,5,6,1,52,4,20,0
16,243,4,5,3,19,17,5,0
22,41,2,7,6,325,0,8,0
0,298,3,7,5,93,1,0,0
17,588,2,9,8,261,9,15,0
19,551,5,5,6,298,5,16,0
16,123,3,11,4,17,18,12,0
14,213,4,17,5,111,10,5,0
10,38,4,5,9,328,17,1,0
24,483,4,8,8,360,15,7,0
21,262,1,10,0,94,7,22,0
12,395,3,19,8,10,3,21,0
0,71,3,5,5,212,10,3,0
16,524,1,11,3,237,9,8,0
5,439,3,14,4,254,15,22,0
3,589,1,19,0,16,11,6,0
19,546,2,11,6,144,2,20,0
15,150,5,7,7,42,10,0,0
14,309,4,8,4,3,15,13,0
14,320,1,10,1,156,2,1,0
5,480,1,18,7,173,9,7,0
14,402,1,15,9,24,15,10,0
13,454,2,11,6,275,6,4,0
10,181,1,18,9,75,14,17,0
6,585,5,17,8,40,14,11,1
8,40,5,8,3,302,9,20,0
15,56,4,14,8,40,2,23,0
4,139,2,15,3,62,5,19,0
24,361,5,13,2,238,17,18,0
19,590,3,13,2,245,4,4,0
9,67,3,13,9,18,15,6,0
17,115,3,16,1,140,12,1,0
2,339,1,14,9,82,2,16,0
12,392,1,10,2,189,14,12,0
10,171,3,6,7,108,19,10,0
16,295,4,6,7,234,5,4,0
21,80,4,15,1,268,3,12,0
12,463,1,8,1,104,14,22,0
5,576,3,13,1,134,17,12,0
16,406,4,7,9,344,8,7,0
12,524,1,10,6,33,19,10,0
18,35,3,6,5,237,3,7,0
20,322,2,19,0,336,15,9,0
18,135,3,5,1,178,17,10,0
9,417,3,16,0,12,4,0,0
2,574,5,9,6,351,12,6,0
13,207,5,12,5,229,5,7,0
18,197,2,14,1,309,18,5,0
4,493,2,14,1,269,11,13,0
4,459,3,6,1,358,14,19,0
19,532,4,14,7,131,8,6,0
16,363,2,13,6,249,6,2,0
20,109,3,16,0,58,13,1,0
9,567,1,12,3,4,18,21,0
4,565,5,7,3,236,19,17,0
3,287,4,5,6,173,15,21,0
5,500,3,8,1,322,3,2,0
3,264,1,12,3,36,11,13,0
6,390,5,7,0,279,17,17,0
6,551,1,14,3,237,7,12,0
17,273,3,16,0,275,16,7,0
2,338,2,6,1,296,2,3,0
0,124,5,11,1,328,3,14,0
23,285,1,8,9,58,9,11,0
24,497,2,10,2,363,15,13,0
3,290,4,9,7,18,19,19,0
5,284,3,6,5,36,1,6,0
8,337,3,14,5,129,11,23,0
21,220,5,6,8,1,15,11,1
13,561,1,18,7,64,9,8,0
11,35,4,13,1,62,4,9,0
24,36,5,15,5,331,11,7,0
19,92,5,14,0,146,2,19,0
23,422,1,6,8,272,11,1,0
24,176,4,12,3,17,0,15,0
3,178,1,12,3,280,1,20,0
20,238,3,5,8,98,10,22,0
23,376,2,5,2,227,11,17,0
11,537,3,17,4,243,6,19,0
